"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"0 all sectors","021 Non-commissioned armed forces officers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","021 Non-commissioned armed forces officers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","021 Non-commissioned armed forces officers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","021 Non-commissioned armed forces officers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","021 Non-commissioned armed forces officers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","021 Non-commissioned armed forces officers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","021 Non-commissioned armed forces officers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","021 Non-commissioned armed forces officers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","021 Non-commissioned armed forces officers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","021 Non-commissioned armed forces officers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","men","primary and secondary education 9-10 years (ISCED97 2)",21900,22000,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","men","upper secondary education, 2 years or less (ISCED97 3C)",22100,23200,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","men","upper secondary education 3 years (ISCED97 3A)",21400,21600,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","men","post-secondary education, less than 3 years (ISCED97 4+5B)",22000,22200,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","men","post-secondary education 3 years or more (ISCED97 5A)",24600,..,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","women","upper secondary education 3 years (ISCED97 3A)",20800,21100,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","031 Armed forces occupations, other ranks","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,64700,57400,66200,63800
"0 all sectors","111 Legislators and senior officials","men","post-secondary education 3 years or more (ISCED97 5A)",71500,70700,75000,77300,75600
"0 all sectors","111 Legislators and senior officials","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","women","post-secondary education, less than 3 years (ISCED97 4+5B)",67200,67300,67600,71500,..
"0 all sectors","111 Legislators and senior officials","women","post-secondary education 3 years or more (ISCED97 5A)",63500,67400,67000,71200,74000
"0 all sectors","111 Legislators and senior officials","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","111 Legislators and senior officials","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","112 Managing directors and chief executives","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","112 Managing directors and chief executives","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","112 Managing directors and chief executives","men","upper secondary education, 2 years or less (ISCED97 3C)",55200,47200,52000,57900,58000
"0 all sectors","112 Managing directors and chief executives","men","upper secondary education 3 years (ISCED97 3A)",..,..,55400,62100,71200
"0 all sectors","112 Managing directors and chief executives","men","post-secondary education, less than 3 years (ISCED97 4+5B)",68300,68900,68300,73600,70300
"0 all sectors","112 Managing directors and chief executives","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,96500,95600
"0 all sectors","112 Managing directors and chief executives","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","112 Managing directors and chief executives","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","112 Managing directors and chief executives","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","112 Managing directors and chief executives","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","112 Managing directors and chief executives","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","112 Managing directors and chief executives","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","112 Managing directors and chief executives","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,60500,67000,59800,77800
"0 all sectors","112 Managing directors and chief executives","women","post-secondary education 3 years or more (ISCED97 5A)",81500,71700,73400,83800,108000
"0 all sectors","112 Managing directors and chief executives","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","112 Managing directors and chief executives","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","121 Finance managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","121 Finance managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","121 Finance managers","men","upper secondary education, 2 years or less (ISCED97 3C)",47300,..,..,..,..
"0 all sectors","121 Finance managers","men","upper secondary education 3 years (ISCED97 3A)",56400,56900,59100,62100,69300
"0 all sectors","121 Finance managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",62300,66600,67200,56600,60300
"0 all sectors","121 Finance managers","men","post-secondary education 3 years or more (ISCED97 5A)",76000,77600,77000,76100,85000
"0 all sectors","121 Finance managers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","121 Finance managers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","121 Finance managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","121 Finance managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","121 Finance managers","women","upper secondary education, 2 years or less (ISCED97 3C)",42000,41400,41700,43500,..
"0 all sectors","121 Finance managers","women","upper secondary education 3 years (ISCED97 3A)",39900,..,45400,47100,48400
"0 all sectors","121 Finance managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",47500,48300,52400,53200,54800
"0 all sectors","121 Finance managers","women","post-secondary education 3 years or more (ISCED97 5A)",56900,60000,64600,62600,63700
"0 all sectors","121 Finance managers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","121 Finance managers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","122 Human resource managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","122 Human resource managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","122 Human resource managers","men","upper secondary education, 2 years or less (ISCED97 3C)",44000,48200,40000,41100,..
"0 all sectors","122 Human resource managers","men","upper secondary education 3 years (ISCED97 3A)",47400,51700,50200,49000,49300
"0 all sectors","122 Human resource managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,51200,58100,60600,65000
"0 all sectors","122 Human resource managers","men","post-secondary education 3 years or more (ISCED97 5A)",69000,72800,69700,72800,72800
"0 all sectors","122 Human resource managers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","122 Human resource managers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","122 Human resource managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","122 Human resource managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","122 Human resource managers","women","upper secondary education, 2 years or less (ISCED97 3C)",42900,45000,50100,48900,48200
"0 all sectors","122 Human resource managers","women","upper secondary education 3 years (ISCED97 3A)",45200,46900,52500,55200,58400
"0 all sectors","122 Human resource managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",54100,45700,53900,60900,56100
"0 all sectors","122 Human resource managers","women","post-secondary education 3 years or more (ISCED97 5A)",58600,61000,61600,65300,65000
"0 all sectors","122 Human resource managers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","122 Human resource managers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","123 Administration and planning managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","123 Administration and planning managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","123 Administration and planning managers","men","upper secondary education, 2 years or less (ISCED97 3C)",52900,51500,54600,56800,56900
"0 all sectors","123 Administration and planning managers","men","upper secondary education 3 years (ISCED97 3A)",47800,51900,55000,56000,54500
"0 all sectors","123 Administration and planning managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",52200,53800,62700,62900,63800
"0 all sectors","123 Administration and planning managers","men","post-secondary education 3 years or more (ISCED97 5A)",60000,62400,74200,75200,76400
"0 all sectors","123 Administration and planning managers","men","post-graduate education (ISCED97 6)",83800,84100,86300,82300,91900
"0 all sectors","123 Administration and planning managers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","123 Administration and planning managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","123 Administration and planning managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","123 Administration and planning managers","women","upper secondary education, 2 years or less (ISCED97 3C)",43600,40500,39200,46900,43900
"0 all sectors","123 Administration and planning managers","women","upper secondary education 3 years (ISCED97 3A)",42700,44700,44100,47600,48100
"0 all sectors","123 Administration and planning managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",52700,53200,52600,55500,60100
"0 all sectors","123 Administration and planning managers","women","post-secondary education 3 years or more (ISCED97 5A)",56900,59200,60200,61400,65000
"0 all sectors","123 Administration and planning managers","women","post-graduate education (ISCED97 6)",66300,66200,67500,68700,71900
"0 all sectors","123 Administration and planning managers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","124 Information, communication and public relations managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","124 Information, communication and public relations managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","124 Information, communication and public relations managers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","124 Information, communication and public relations managers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","124 Information, communication and public relations managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",71000,58100,58300,57900,64100
"0 all sectors","124 Information, communication and public relations managers","men","post-secondary education 3 years or more (ISCED97 5A)",67200,68200,66500,70000,71500
"0 all sectors","124 Information, communication and public relations managers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","124 Information, communication and public relations managers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","124 Information, communication and public relations managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","124 Information, communication and public relations managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","124 Information, communication and public relations managers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","124 Information, communication and public relations managers","women","upper secondary education 3 years (ISCED97 3A)",46800,48300,54000,58600,54500
"0 all sectors","124 Information, communication and public relations managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",55300,58000,60400,57700,60400
"0 all sectors","124 Information, communication and public relations managers","women","post-secondary education 3 years or more (ISCED97 5A)",60400,60900,61000,63300,61800
"0 all sectors","124 Information, communication and public relations managers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","124 Information, communication and public relations managers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","125 Sales and marketing managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","125 Sales and marketing managers","men","primary and secondary education 9-10 years (ISCED97 2)",51200,54800,58200,55900,61900
"0 all sectors","125 Sales and marketing managers","men","upper secondary education, 2 years or less (ISCED97 3C)",54300,55200,60500,..,60700
"0 all sectors","125 Sales and marketing managers","men","upper secondary education 3 years (ISCED97 3A)",49500,53400,62400,56400,58400
"0 all sectors","125 Sales and marketing managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",62600,62300,62800,60100,63200
"0 all sectors","125 Sales and marketing managers","men","post-secondary education 3 years or more (ISCED97 5A)",70600,71300,69800,73100,72500
"0 all sectors","125 Sales and marketing managers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","125 Sales and marketing managers","men","no information about level of educational attainment",82600,87400,98800,101900,..
"0 all sectors","125 Sales and marketing managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","125 Sales and marketing managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,42600,..,..,..
"0 all sectors","125 Sales and marketing managers","women","upper secondary education, 2 years or less (ISCED97 3C)",42300,46500,51000,48000,49300
"0 all sectors","125 Sales and marketing managers","women","upper secondary education 3 years (ISCED97 3A)",42500,44800,54500,..,52100
"0 all sectors","125 Sales and marketing managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",59400,61700,64900,56300,52900
"0 all sectors","125 Sales and marketing managers","women","post-secondary education 3 years or more (ISCED97 5A)",52800,53600,58600,57000,62100
"0 all sectors","125 Sales and marketing managers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","125 Sales and marketing managers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","129 Administration and service managers not elsewhere classified","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","129 Administration and service managers not elsewhere classified","men","primary and secondary education 9-10 years (ISCED97 2)",45600,43900,44800,47900,45900
"0 all sectors","129 Administration and service managers not elsewhere classified","men","upper secondary education, 2 years or less (ISCED97 3C)",44800,44500,48500,50400,53600
"0 all sectors","129 Administration and service managers not elsewhere classified","men","upper secondary education 3 years (ISCED97 3A)",45800,47500,49700,49800,49200
"0 all sectors","129 Administration and service managers not elsewhere classified","men","post-secondary education, less than 3 years (ISCED97 4+5B)",52400,54600,56600,55300,58900
"0 all sectors","129 Administration and service managers not elsewhere classified","men","post-secondary education 3 years or more (ISCED97 5A)",65900,65800,68500,..,..
"0 all sectors","129 Administration and service managers not elsewhere classified","men","post-graduate education (ISCED97 6)",..,..,..,..,79800
"0 all sectors","129 Administration and service managers not elsewhere classified","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","129 Administration and service managers not elsewhere classified","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","129 Administration and service managers not elsewhere classified","women","primary and secondary education 9-10 years (ISCED97 2)",38400,38700,36800,41600,43000
"0 all sectors","129 Administration and service managers not elsewhere classified","women","upper secondary education, 2 years or less (ISCED97 3C)",38000,38900,41300,42400,43000
"0 all sectors","129 Administration and service managers not elsewhere classified","women","upper secondary education 3 years (ISCED97 3A)",39400,..,..,42700,43700
"0 all sectors","129 Administration and service managers not elsewhere classified","women","post-secondary education, less than 3 years (ISCED97 4+5B)",45800,43300,48200,49000,47600
"0 all sectors","129 Administration and service managers not elsewhere classified","women","post-secondary education 3 years or more (ISCED97 5A)",57300,55300,54800,55700,55700
"0 all sectors","129 Administration and service managers not elsewhere classified","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","129 Administration and service managers not elsewhere classified","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","131 Information and communications technology service managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","131 Information and communications technology service managers","men","primary and secondary education 9-10 years (ISCED97 2)",45300,46000,..,..,..
"0 all sectors","131 Information and communications technology service managers","men","upper secondary education, 2 years or less (ISCED97 3C)",45200,48500,56700,52900,58500
"0 all sectors","131 Information and communications technology service managers","men","upper secondary education 3 years (ISCED97 3A)",49000,49000,52900,53200,55500
"0 all sectors","131 Information and communications technology service managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",54100,55100,62600,58600,56800
"0 all sectors","131 Information and communications technology service managers","men","post-secondary education 3 years or more (ISCED97 5A)",63700,64200,66300,62400,64500
"0 all sectors","131 Information and communications technology service managers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","131 Information and communications technology service managers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","131 Information and communications technology service managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","131 Information and communications technology service managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","131 Information and communications technology service managers","women","upper secondary education, 2 years or less (ISCED97 3C)",41000,42000,50700,52600,56000
"0 all sectors","131 Information and communications technology service managers","women","upper secondary education 3 years (ISCED97 3A)",46800,49400,53400,56600,59000
"0 all sectors","131 Information and communications technology service managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",51800,50100,59300,61800,62700
"0 all sectors","131 Information and communications technology service managers","women","post-secondary education 3 years or more (ISCED97 5A)",57900,59800,61800,65800,68200
"0 all sectors","131 Information and communications technology service managers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","131 Information and communications technology service managers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","132 Supply, logistics and transport managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","132 Supply, logistics and transport managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,42700,42100,43000,44300
"0 all sectors","132 Supply, logistics and transport managers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,37900,46000,45000,45800
"0 all sectors","132 Supply, logistics and transport managers","men","upper secondary education 3 years (ISCED97 3A)",47900,49500,47800,46900,49400
"0 all sectors","132 Supply, logistics and transport managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",54300,52300,53700,54900,54500
"0 all sectors","132 Supply, logistics and transport managers","men","post-secondary education 3 years or more (ISCED97 5A)",66000,61300,66800,67700,69200
"0 all sectors","132 Supply, logistics and transport managers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","132 Supply, logistics and transport managers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","132 Supply, logistics and transport managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","132 Supply, logistics and transport managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","132 Supply, logistics and transport managers","women","upper secondary education, 2 years or less (ISCED97 3C)",43600,42900,..,47800,..
"0 all sectors","132 Supply, logistics and transport managers","women","upper secondary education 3 years (ISCED97 3A)",44100,44600,45500,46200,..
"0 all sectors","132 Supply, logistics and transport managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",52600,50700,42200,46100,55700
"0 all sectors","132 Supply, logistics and transport managers","women","post-secondary education 3 years or more (ISCED97 5A)",58300,58900,57500,59400,59300
"0 all sectors","132 Supply, logistics and transport managers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","132 Supply, logistics and transport managers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","133 Research and development managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","133 Research and development managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","133 Research and development managers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,54900,59400,56300,58600
"0 all sectors","133 Research and development managers","men","upper secondary education 3 years (ISCED97 3A)",..,65400,66000,59000,63000
"0 all sectors","133 Research and development managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",58100,61800,62000,61000,65000
"0 all sectors","133 Research and development managers","men","post-secondary education 3 years or more (ISCED97 5A)",64200,66800,67900,65100,69800
"0 all sectors","133 Research and development managers","men","post-graduate education (ISCED97 6)",72900,73400,74100,76900,76000
"0 all sectors","133 Research and development managers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","133 Research and development managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","133 Research and development managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","133 Research and development managers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","133 Research and development managers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","133 Research and development managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,48300,59900,54100,55400
"0 all sectors","133 Research and development managers","women","post-secondary education 3 years or more (ISCED97 5A)",60700,66300,63600,70300,65900
"0 all sectors","133 Research and development managers","women","post-graduate education (ISCED97 6)",65600,67900,65600,67200,65500
"0 all sectors","133 Research and development managers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","134 Architectural and engineering managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","134 Architectural and engineering managers","men","primary and secondary education 9-10 years (ISCED97 2)",38300,40100,48300,..,46900
"0 all sectors","134 Architectural and engineering managers","men","upper secondary education, 2 years or less (ISCED97 3C)",44200,46000,47900,48900,50300
"0 all sectors","134 Architectural and engineering managers","men","upper secondary education 3 years (ISCED97 3A)",46500,48100,49200,51600,52900
"0 all sectors","134 Architectural and engineering managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",54000,53800,56500,58300,61400
"0 all sectors","134 Architectural and engineering managers","men","post-secondary education 3 years or more (ISCED97 5A)",58200,58800,59500,58500,63300
"0 all sectors","134 Architectural and engineering managers","men","post-graduate education (ISCED97 6)",65500,68500,64500,68300,69700
"0 all sectors","134 Architectural and engineering managers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","134 Architectural and engineering managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","134 Architectural and engineering managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","134 Architectural and engineering managers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","134 Architectural and engineering managers","women","upper secondary education 3 years (ISCED97 3A)",..,46500,47800,40100,52400
"0 all sectors","134 Architectural and engineering managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",51300,49700,51900,53200,54400
"0 all sectors","134 Architectural and engineering managers","women","post-secondary education 3 years or more (ISCED97 5A)",50100,53100,52600,55800,57500
"0 all sectors","134 Architectural and engineering managers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","134 Architectural and engineering managers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","upper secondary education, 2 years or less (ISCED97 3C)",42200,..,..,42400,46600
"0 all sectors","135 Real estate and head of administration manager","men","upper secondary education 3 years (ISCED97 3A)",55000,45400,46400,42100,..
"0 all sectors","135 Real estate and head of administration manager","men","post-secondary education, less than 3 years (ISCED97 4+5B)",42200,47000,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
