"region","sector","occupational group (SSYK)","sex","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"SE11 Stockholm","0 all sectors","235 Other teaching professionals","women",2200,1300,1500,1400,1600,3000,3000,3000,2700,2500,2300
"SE11 Stockholm","0 all sectors","241 Business professionals","men",16100,18100,17900,18400,18600,19800,18400,18900,19800,18800,20600
"SE11 Stockholm","0 all sectors","241 Business professionals","women",16700,20200,19600,18000,19700,23100,21800,22100,24300,24700,25700
"SE11 Stockholm","0 all sectors","242 Legal professionals","men",3400,3400,4200,..,4000,3500,3000,3000,3400,2900,3600
"SE11 Stockholm","0 all sectors","242 Legal professionals","women",3100,3000,3100,2800,3800,4300,4200,4200,4500,4900,5100
"SE11 Stockholm","0 all sectors","243 Archivists, librarians and related information professionals","men",820,700,660,780,670,620,580,590,600,650,650
"SE11 Stockholm","0 all sectors","243 Archivists, librarians and related information professionals","women",1900,1700,1700,1700,1800,1700,1600,1600,1600,1700,1600
"SE11 Stockholm","0 all sectors","244 Social science and linguistics professionals (except social work professionals)","men",..,1100,1300,1000,730,780,900,640,730,830,790
"SE11 Stockholm","0 all sectors","244 Social science and linguistics professionals (except social work professionals)","women",..,1100,1600,1100,750,930,880,770,980,1100,1100
"SE11 Stockholm","0 all sectors","245 Writers and creative or performing artists","men",6700,6100,6500,7400,6000,6800,6000,6500,7500,7900,7200
"SE11 Stockholm","0 all sectors","245 Writers and creative or performing artists","women",7000,7500,9100,9200,7900,8300,7700,7500,7800,8900,8500
"SE11 Stockholm","0 all sectors","246 Religious professionals","men",330,270,260,250,290,290,240,260,250,..,..
"SE11 Stockholm","0 all sectors","246 Religious professionals","women",280,260,260,260,260,260,260,290,280,260,260
"SE11 Stockholm","0 all sectors","247 Public service administrative professionals","men",5100,5000,4600,5100,5500,4500,4400,4500,4400,4700,5100
"SE11 Stockholm","0 all sectors","247 Public service administrative professionals","women",7500,7800,7400,8400,9200,7500,7100,7500,7400,8100,8700
"SE11 Stockholm","0 all sectors","248 Administrative professionals of special-interest organisations","men",1600,1600,1600,1600,1600,1600,1600,1600,1500,2100,1800
"SE11 Stockholm","0 all sectors","248 Administrative professionals of special-interest organisations","women",1400,1600,1900,1700,1800,2000,2200,2100,1900,2600,2000
"SE11 Stockholm","0 all sectors","249 Psychologists, social work and related professionals","men",1300,1200,1600,1400,1600,1400,1500,1400,1500,1900,1500
"SE11 Stockholm","0 all sectors","249 Psychologists, social work and related professionals","women",5300,5400,5600,5600,5800,5600,6100,5700,5900,6100,6500
"SE11 Stockholm","0 all sectors","311 Physical and engineering science technicians","men",19700,22300,21600,20900,21900,24500,24900,22900,25500,28100,26200
"SE11 Stockholm","0 all sectors","311 Physical and engineering science technicians","women",4000,4800,5300,4600,4700,5300,5200,4900,5800,6700,6300
"SE11 Stockholm","0 all sectors","312 Computer associate professionals","men",10300,12100,13100,13300,12400,12300,13100,11600,12900,12400,11800
"SE11 Stockholm","0 all sectors","312 Computer associate professionals","women",3300,4200,3600,3400,3000,3300,3200,3500,3700,4000,3600
"SE11 Stockholm","0 all sectors","313 Optical and electronic equipment operators","men",3000,2500,2100,2700,2000,2200,1900,2000,1900,2300,2500
"SE11 Stockholm","0 all sectors","313 Optical and electronic equipment operators","women",..,..,..,..,630,670,590,780,680,730,1300
"SE11 Stockholm","0 all sectors","314 Ship and aircraft controllers and technicians","men",2200,..,2100,2000,..,1500,1800,1900,..,..,..
"SE11 Stockholm","0 all sectors","314 Ship and aircraft controllers and technicians","women",..,260,..,..,280,190,220,210,..,220,210
"SE11 Stockholm","0 all sectors","315 Safety and quality inspectors","men",1500,960,..,930,1100,1300,..,1200,1200,1200,1500
"SE11 Stockholm","0 all sectors","315 Safety and quality inspectors","women",480,360,..,350,330,..,350,360,430,440,510
"SE11 Stockholm","0 all sectors","321 Agronomy and forestry technicians","men",120,..,180,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","321 Agronomy and forestry technicians","women",140,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","322 Health associate professionals (except nursing)","men",..,690,..,..,710,960,790,..,..,..,1000
"SE11 Stockholm","0 all sectors","322 Health associate professionals (except nursing)","women",5700,7900,7600,5300,4600,5700,4800,6500,5300,6000,6200
"SE11 Stockholm","0 all sectors","323 Nursing associate professionals","men",..,1100,1000,1100,1200,1200,1500,1500,1500,1400,1800
"SE11 Stockholm","0 all sectors","323 Nursing associate professionals","women",10700,11500,11800,10200,11000,11900,13100,13500,13600,13400,14000
"SE11 Stockholm","0 all sectors","324 Life science technicians","men",240,160,190,220,240,240,260,240,280,250,280
"SE11 Stockholm","0 all sectors","324 Life science technicians","women",2300,1700,2000,2000,1900,2000,2000,1800,2200,1900,1900
"SE11 Stockholm","0 all sectors","331 Pre-primary education teaching associate professionals","men",950,1000,1000,1100,1200,1200,1300,1200,1200,1100,1200
"SE11 Stockholm","0 all sectors","331 Pre-primary education teaching associate professionals","women",11100,11700,11900,12700,12600,12600,12900,13200,12700,11800,12700
"SE11 Stockholm","0 all sectors","332 Other teaching associate professionals","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","332 Other teaching associate professionals","women",..,..,..,310,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","341 Finance and sales associate professionals","men",29300,34800,36000,36900,36300,35900,36800,35300,39800,35300,33800
"SE11 Stockholm","0 all sectors","341 Finance and sales associate professionals","women",19900,24100,24100,23600,24500,25100,24500,24200,25500,24000,23900
"SE11 Stockholm","0 all sectors","342 Business services agents and trade brokers","men",1400,2000,..,1600,1600,2100,1800,2000,1600,1900,1600
"SE11 Stockholm","0 all sectors","342 Business services agents and trade brokers","women",1400,1900,1700,1800,1600,1900,1900,2300,2100,2700,2300
"SE11 Stockholm","0 all sectors","343 Administrative associate professionals","men",6200,4900,4400,4100,4300,4400,4600,4200,4800,5100,5500
"SE11 Stockholm","0 all sectors","343 Administrative associate professionals","women",19000,18800,18400,17300,17800,18500,19100,17100,18100,17500,18300
"SE11 Stockholm","0 all sectors","344 Customs, tax and related government associate professionals","men",640,980,910,1100,1300,1300,1000,940,1100,930,870
"SE11 Stockholm","0 all sectors","344 Customs, tax and related government associate professionals","women",2500,3800,3000,3500,4000,4100,3300,3100,3000,2900,2800
"SE11 Stockholm","0 all sectors","345 Police officers and detectives","men",3500,3600,3200,3500,3200,3400,3500,3700,3600,3500,3400
"SE11 Stockholm","0 all sectors","345 Police officers and detectives","women",1100,1200,1100,1300,1300,1400,1500,1600,1700,1600,1600
"SE11 Stockholm","0 all sectors","346 Social work associate professionals","men",2100,2200,2000,2000,1800,2200,2600,2100,2000,2700,3000
"SE11 Stockholm","0 all sectors","346 Social work associate professionals","women",3500,3500,3200,3800,3100,3500,4000,3400,3600,4500,4500
"SE11 Stockholm","0 all sectors","347 Artistic, entertainment and sports associate professionals","men",1200,1300,1400,1700,1900,2800,3000,3200,3100,3300,2900
"SE11 Stockholm","0 all sectors","347 Artistic, entertainment and sports associate professionals","women",1700,1800,1800,2600,2100,2400,2400,3400,4000,3000,..
"SE11 Stockholm","0 all sectors","348 Religious associate professionals","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","348 Religious associate professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","411 Office secretaries and data entry operators","men",1400,..,..,..,630,650,550,630,630,730,740
"SE11 Stockholm","0 all sectors","411 Office secretaries and data entry operators","women",14200,11300,10500,9700,8700,8100,8000,7600,7600,6400,6400
"SE11 Stockholm","0 all sectors","412 Numerical clerks","men",2100,1800,1600,1800,2200,1700,2000,1500,2000,1700,1800
"SE11 Stockholm","0 all sectors","412 Numerical clerks","women",15800,12900,12700,13500,12600,15200,13400,12300,12900,12000,12600
"SE11 Stockholm","0 all sectors","413 Stores and transport clerks","men",9700,10300,8700,9700,11000,8400,8200,8500,9400,8300,8300
"SE11 Stockholm","0 all sectors","413 Stores and transport clerks","women",3200,2900,1900,..,..,2800,2000,2100,2300,1900,1700
"SE11 Stockholm","0 all sectors","414 Library and filing clerks","men",410,320,330,..,..,270,200,210,200,180,160
"SE11 Stockholm","0 all sectors","414 Library and filing clerks","women",1000,840,830,780,760,630,510,510,470,430,410
"SE11 Stockholm","0 all sectors","415 Mail carriers and sorting clerks","men",4200,..,..,..,..,..,3400,3600,3300,..,3900
"SE11 Stockholm","0 all sectors","415 Mail carriers and sorting clerks","women",2100,..,..,..,..,..,1500,1600,1400,..,1700
"SE11 Stockholm","0 all sectors","419 Other office clerks","men",6000,5600,5300,5600,5500,5900,5800,6000,6800,6200,6000
"SE11 Stockholm","0 all sectors","419 Other office clerks","women",19400,19500,16900,16600,17200,16600,16100,15600,17200,15400,15100
"SE11 Stockholm","0 all sectors","421 Cashiers, tellers and related clerks","men",2700,3000,2100,1900,1400,1100,1100,..,..,1400,1700
"SE11 Stockholm","0 all sectors","421 Cashiers, tellers and related clerks","women",6000,9100,6900,5100,4100,3500,..,4200,..,3900,4400
"SE11 Stockholm","0 all sectors","422 Client information clerks","men",2500,2700,3200,3300,3100,3700,3900,3800,4300,3800,4400
"SE11 Stockholm","0 all sectors","422 Client information clerks","women",9600,12200,12300,12000,10800,12800,12700,11600,13000,10500,11200
"SE11 Stockholm","0 all sectors","511 Travel attendants and related workers","men",930,1400,1200,1000,960,..,1000,..,680,730,730
"SE11 Stockholm","0 all sectors","511 Travel attendants and related workers","women",..,..,..,1700,1600,2300,..,1700,..,1300,1100
"SE11 Stockholm","0 all sectors","512 Housekeeping and restaurant services workers","men",3500,6400,6900,7200,8300,7400,8300,7600,10500,11100,..
"SE11 Stockholm","0 all sectors","512 Housekeeping and restaurant services workers","women",5500,7700,7600,8300,7900,7800,8500,7600,8600,9100,..
"SE11 Stockholm","0 all sectors","513 Personal care and related workers","men",12800,13900,15600,15200,15200,17100,18800,18500,21300,21300,21500
"SE11 Stockholm","0 all sectors","513 Personal care and related workers","women",66000,69500,72500,69900,67800,76200,77700,79100,84100,83700,84100
"SE11 Stockholm","0 all sectors","514 Other personal services workers","men",640,460,320,560,..,540,380,460,580,460,640
"SE11 Stockholm","0 all sectors","514 Other personal services workers","women",1300,..,..,1800,..,2100,1700,1400,..,1500,1600
"SE11 Stockholm","0 all sectors","515 Protective services workers","men",6500,6800,7100,6600,6200,6300,6800,5900,7900,6700,7000
"SE11 Stockholm","0 all sectors","515 Protective services workers","women",2300,2600,2900,2600,2500,2400,2700,2100,3000,2500,2700
"SE11 Stockholm","0 all sectors","521 Fashion and other models","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","521 Fashion and other models","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","522 Shop and stall salespersons and demonstrators","men",13100,16700,14500,16500,16100,17700,19800,17100,16900,14600,19800
"SE11 Stockholm","0 all sectors","522 Shop and stall salespersons and demonstrators","women",24300,22800,22000,25500,28100,27100,28700,27500,26900,27200,31100
"SE11 Stockholm","0 all sectors","611 Market gardeners and crop growers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","611 Market gardeners and crop growers","women",480,..,..,..,..,..,..,..,..,..,350
"SE11 Stockholm","0 all sectors","612 Animal producers and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","612 Animal producers and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","613 Crop and animal producers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","613 Crop and animal producers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","614 Forestry and related workers","men",..,270,280,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","614 Forestry and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","615 Fishery workers, hunters and trappers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","615 Fishery workers, hunters and trappers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","711 Miners, shot firers, stonecutters and carvers","men",..,..,..,170,140,230,180,150,..,..,..
"SE11 Stockholm","0 all sectors","711 Miners, shot firers, stonecutters and carvers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","712 Building frame and related trades workers","men",15300,12600,12300,17600,18100,21700,21100,19000,25800,..,..
"SE11 Stockholm","0 all sectors","712 Building frame and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","713 Building finishers and related trades workers","men",13600,15300,15200,15500,16800,15800,15800,15900,13100,..,..
"SE11 Stockholm","0 all sectors","713 Building finishers and related trades workers","women",740,690,900,680,640,670,610,630,600,..,..
"SE11 Stockholm","0 all sectors","714 Painters, building structure cleaners and related trades workers","men",..,4400,4400,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","714 Painters, building structure cleaners and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","men",..,3400,3000,..,..,..,750,..,..,..,..
"SE11 Stockholm","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men",2200,..,980,..,890,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","723 Machinery mechanics and fitters","men",6300,6800,6800,6800,7400,7900,7800,7500,7600,6600,7700
"SE11 Stockholm","0 all sectors","723 Machinery mechanics and fitters","women",130,..,..,..,..,..,160,130,160,130,..
"SE11 Stockholm","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men",5700,6300,5500,5900,5800,..,4700,3200,..,..,..
"SE11 Stockholm","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women",410,210,140,200,150,190,170,..,..,..,..
"SE11 Stockholm","0 all sectors","731 Precision workers in metal and related materials","men",..,..,..,..,..,..,..,400,330,250,..
"SE11 Stockholm","0 all sectors","731 Precision workers in metal and related materials","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","732 Potters, glass-makers and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","732 Potters, glass-makers and related trades workers","women",200,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","734 Craft printing and related trades workers","men",900,1100,820,920,..,1100,..,380,..,..,..
"SE11 Stockholm","0 all sectors","734 Craft printing and related trades workers","women",320,..,..,210,..,540,410,..,..,..,..
"SE11 Stockholm","0 all sectors","741 Food processing and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","741 Food processing and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","743 Garment and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","743 Garment and related trades workers","women",..,250,200,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","744 Pelt, leather and shoemaking trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","744 Pelt, leather and shoemaking trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","811 Mineral-processing-plant operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","811 Mineral-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","812 Metal-processing-plant operators","men",120,..,220,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","812 Metal-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","813 Glass, ceramics and related plant operators","men",..,..,..,..,110,110,..,120,..,..,..
"SE11 Stockholm","0 all sectors","813 Glass, ceramics and related plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","814 Wood-processing- and papermaking-plant operators","men",..,550,970,500,610,420,370,330,290,270,270
"SE11 Stockholm","0 all sectors","814 Wood-processing- and papermaking-plant operators","women",130,130,210,130,130,130,110,110,..,..,..
"SE11 Stockholm","0 all sectors","815 Chemical-processing-plant operators","men",900,720,700,680,750,610,650,550,610,610,500
"SE11 Stockholm","0 all sectors","815 Chemical-processing-plant operators","women",520,300,280,270,330,210,220,210,230,200,180
"SE11 Stockholm","0 all sectors","816 Power-production and related plant operators","men",560,840,610,570,530,1000,730,620,540,550,..
"SE11 Stockholm","0 all sectors","816 Power-production and related plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","817 Industrial-robot operators","men",..,..,..,200,200,210,190,200,230,230,200
"SE11 Stockholm","0 all sectors","817 Industrial-robot operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","821 Metal- and mineral-products machine operators","men",1600,..,2000,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","821 Metal- and mineral-products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","822 Chemical-products machine operators","men",810,960,1100,1000,800,760,840,900,880,880,..
"SE11 Stockholm","0 all sectors","822 Chemical-products machine operators","women",890,890,970,960,860,830,820,860,720,850,730
"SE11 Stockholm","0 all sectors","823 Rubber- and plastic-products machine operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","823 Rubber- and plastic-products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","824 Wood-products machine operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","824 Wood-products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","825 Printing-, binding- and paper-products machine operators","men",1200,1200,..,930,1000,970,910,1100,..,1100,800
"SE11 Stockholm","0 all sectors","825 Printing-, binding- and paper-products machine operators","women",..,..,..,..,..,..,200,200,..,190,..
"SE11 Stockholm","0 all sectors","826 Textile-, fur- and leather-products machine operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","826 Textile-, fur- and leather-products machine operators","women",220,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","827 Food and related products machine operators","men",1700,770,..,..,..,910,770,..,920,820,..
"SE11 Stockholm","0 all sectors","827 Food and related products machine operators","women",890,460,..,..,..,490,..,..,..,..,..
"SE11 Stockholm","0 all sectors","828 Assemblers","men",4100,2800,3400,2900,3200,..,..,..,1900,2200,2500
"SE11 Stockholm","0 all sectors","828 Assemblers","women",880,790,710,630,810,900,540,..,..,480,490
"SE11 Stockholm","0 all sectors","829 Other machine operators and assemblers","men",960,2400,670,1500,1600,..,2300,2500,2200,2000,1900
"SE11 Stockholm","0 all sectors","829 Other machine operators and assemblers","women",..,470,290,430,550,580,560,610,710,..,390
"SE11 Stockholm","0 all sectors","831 Locomotive-engine drivers and related worker","men",1200,590,1400,1400,1400,..,..,..,1100,1100,1100
"SE11 Stockholm","0 all sectors","831 Locomotive-engine drivers and related worker","women",300,..,..,..,310,..,270,..,290,280,280
"SE11 Stockholm","0 all sectors","832 Motor-vehicle drivers","men",15800,18700,17100,14500,16200,20200,19100,17600,15100,16900,14100
"SE11 Stockholm","0 all sectors","832 Motor-vehicle drivers","women",1300,1600,1200,1100,1400,2400,..,2300,..,..,1400
"SE11 Stockholm","0 all sectors","833 Agricultural and other mobile-plant operators","men",..,2800,2300,2200,2200,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","833 Agricultural and other mobile-plant operators","women",..,..,..,..,..,..,..,..,..,170,160
"SE11 Stockholm","0 all sectors","834 Ships´ deck crews and related workers","men",..,..,170,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","834 Ships´ deck crews and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","911 Street vendors and market salespersons","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","911 Street vendors and market salespersons","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","912 Helpers and cleaners","men",4700,4500,..,5900,..,5400,6500,7000,8000,7000,7100
"SE11 Stockholm","0 all sectors","912 Helpers and cleaners","women",6800,9700,9200,9000,9200,7700,11600,10400,14100,13300,14800
"SE11 Stockholm","0 all sectors","913 Helpers in restaurants","men",6800,4900,4300,5400,5300,4300,5800,5500,6900,7800,11400
"SE11 Stockholm","0 all sectors","913 Helpers in restaurants","women",10500,9500,9100,8500,9500,9900,11100,9400,10100,9900,12500
"SE11 Stockholm","0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","men",2400,2800,2700,2600,..,3200,2700,3800,3900,4100,4300
"SE11 Stockholm","0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","women",850,730,670,680,730,680,860,..,900,1300,1600
"SE11 Stockholm","0 all sectors","915 Garbage collectors and related labourers","men",1500,2800,2200,..,..,..,..,1100,1500,..,1400
"SE11 Stockholm","0 all sectors","915 Garbage collectors and related labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","919 Other sales and services elementary occupations","men",1700,2100,2300,3300,..,3500,3000,3100,4300,3200,2900
"SE11 Stockholm","0 all sectors","919 Other sales and services elementary occupations","women",..,..,1300,..,..,1800,1600,1500,2200,..,1400
"SE11 Stockholm","0 all sectors","921 Agricultural, fishery and related labourers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","921 Agricultural, fishery and related labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","931 Mining and construction labourers","men",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","931 Mining and construction labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE11 Stockholm","0 all sectors","932 Manufacturing labourers","men",..,2300,1300,2100,..,..,1900,2800,1700,2000,..
"SE11 Stockholm","0 all sectors","932 Manufacturing labourers","women",1200,1500,870,..,830,920,..,..,750,..,..
